Removed Pin From Net: NetName=+24V Pin=JFAN1-1
Removed Pin From Net: NetName=PWM_FAN1 Pin=JFAN1-2
Removed Pin From Net: NetName=RPM_FAN1 Pin=JFAN1-3
Removed Pin From Net: NetName=+24V Pin=JFAN2-1
Removed Pin From Net: NetName=PWM_FAN2 Pin=JFAN2-2
Removed Pin From Net: NetName=RPM_FAN2 Pin=JFAN2-3
Removed Member From Class: ClassName=CAN Member=C60
Removed Member From Class: ClassName=ETR_CELLMETER_MASTER Member=JFAN1
Removed Member From Class: ClassName=ETR_CELLMETER_MASTER Member=JFAN2
Removed Member From Class: ClassName=Cooling Member=TP?
Removed Member From Class: ClassName=Master_Supply Member=TP?
Removed Member From Class: ClassName=MCU Member=TP?
Change Component Designator: OldDesignator=C3 NewDesignator=C1
Change Component Designator: OldDesignator=C4 NewDesignator=C2
Change Component Designator: OldDesignator=C5 NewDesignator=C3
Change Component Designator: OldDesignator=C6 NewDesignator=C5
Change Component Designator: OldDesignator=C7 NewDesignator=C6
Change Component Designator: OldDesignator=C8 NewDesignator=C7
Change Component Designator: OldDesignator=C9 NewDesignator=C8
Change Component Designator: OldDesignator=C10 NewDesignator=C9
Change Component Designator: OldDesignator=C11 NewDesignator=C10
Change Component Designator: OldDesignator=C12 NewDesignator=C11
Change Component Designator: OldDesignator=C13 NewDesignator=C12
Change Component Designator: OldDesignator=C14 NewDesignator=C13
Change Component Designator: OldDesignator=C15 NewDesignator=C14
Change Component Designator: OldDesignator=C16 NewDesignator=C15
Change Component Designator: OldDesignator=C17 NewDesignator=C16
Change Component Designator: OldDesignator=C18 NewDesignator=C17
Change Component Designator: OldDesignator=C19 NewDesignator=C18
Change Component Designator: OldDesignator=C20 NewDesignator=C19
Change Component Designator: OldDesignator=C21 NewDesignator=C22
Change Component Designator: OldDesignator=C22 NewDesignator=C23
Change Component Designator: OldDesignator=C23 NewDesignator=C24
Change Component Designator: OldDesignator=C24 NewDesignator=C25
Change Component Designator: OldDesignator=C25 NewDesignator=C26
Change Component Designator: OldDesignator=C26 NewDesignator=C27
Change Component Designator: OldDesignator=C27 NewDesignator=C28
Change Component Designator: OldDesignator=C28 NewDesignator=C29
Change Component Designator: OldDesignator=C29 NewDesignator=C30
Change Component Designator: OldDesignator=C30 NewDesignator=C31
Change Component Designator: OldDesignator=C31 NewDesignator=C32
Change Component Designator: OldDesignator=C32 NewDesignator=C33
Change Component Designator: OldDesignator=C33 NewDesignator=C34
Change Component Designator: OldDesignator=C34 NewDesignator=C35
Change Component Designator: OldDesignator=C35 NewDesignator=C36
Change Component Designator: OldDesignator=C36_SS1 NewDesignator=C37_SS1
Change Component Designator: OldDesignator=C36_SS2 NewDesignator=C37_SS2
Change Component Designator: OldDesignator=C37_SS1 NewDesignator=C38_SS1
Change Component Designator: OldDesignator=C37_SS2 NewDesignator=C38_SS2
Change Component Designator: OldDesignator=C38_SS1 NewDesignator=C39_SS1
Change Component Designator: OldDesignator=C38_SS2 NewDesignator=C39_SS2
Change Component Designator: OldDesignator=C39_SS1 NewDesignator=C40_SS1
Change Component Designator: OldDesignator=C39_SS2 NewDesignator=C40_SS2
Change Component Designator: OldDesignator=C40_SS1 NewDesignator=C41_SS1
Change Component Designator: OldDesignator=C40_SS2 NewDesignator=C41_SS2
Change Component Designator: OldDesignator=C41_SS1 NewDesignator=C42_SS1
Change Component Designator: OldDesignator=C41_SS2 NewDesignator=C42_SS2
Change Component Designator: OldDesignator=C42_SS1 NewDesignator=C43_SS1
Change Component Designator: OldDesignator=C42_SS2 NewDesignator=C43_SS2
Change Component Designator: OldDesignator=C43_SS1 NewDesignator=C44_SS1
Change Component Designator: OldDesignator=C43_SS2 NewDesignator=C44_SS2
Change Component Designator: OldDesignator=C44_SS1 NewDesignator=C45_SS1
Change Component Designator: OldDesignator=C44_SS2 NewDesignator=C45_SS2
Change Component Designator: OldDesignator=C45_FUSE1 NewDesignator=C46_FUSE1
Change Component Designator: OldDesignator=C45_FUSE2 NewDesignator=C46_FUSE2
Change Component Designator: OldDesignator=C46_FUSE1 NewDesignator=C47_FUSE1
Change Component Designator: OldDesignator=C46_FUSE2 NewDesignator=C47_FUSE2
Change Component Designator: OldDesignator=C47_FUSE1 NewDesignator=C48_FUSE1
Change Component Designator: OldDesignator=C47_FUSE2 NewDesignator=C48_FUSE2
Change Component Designator: OldDesignator=C48_FUSE1 NewDesignator=C49_FUSE1
Change Component Designator: OldDesignator=C48_FUSE2 NewDesignator=C49_FUSE2
Change Component Designator: OldDesignator=C49_FUSE1 NewDesignator=C50_FUSE1
Change Component Designator: OldDesignator=C49_FUSE2 NewDesignator=C50_FUSE2
Change Component Designator: OldDesignator=C50_FUSE1 NewDesignator=C51_FUSE1
Change Component Designator: OldDesignator=C50_FUSE2 NewDesignator=C51_FUSE2
Change Component Designator: OldDesignator=C51_FUSE1 NewDesignator=C52_FUSE1
Change Component Designator: OldDesignator=C51_FUSE2 NewDesignator=C52_FUSE2
Change Component Designator: OldDesignator=C52_FUSE1 NewDesignator=C53_FUSE1
Change Component Designator: OldDesignator=C52_FUSE2 NewDesignator=C53_FUSE2
Change Component Designator: OldDesignator=C53 NewDesignator=C56
Change Component Designator: OldDesignator=C54 NewDesignator=C57
Change Component Designator: OldDesignator=C55 NewDesignator=C59
Change Component Designator: OldDesignator=C56 NewDesignator=C60
Change Component Designator: OldDesignator=C57 NewDesignator=C61
Change Component Designator: OldDesignator=C59 NewDesignator=C54
Change Component Designator: OldDesignator=C60 NewDesignator=C55
Change Component Designator: OldDesignator=C? NewDesignator=C4
Change Component Designator: OldDesignator=C? NewDesignator=C20
Change Component Designator: OldDesignator=C? NewDesignator=C21
Change Component Designator: OldDesignator=D3 NewDesignator=D2
Change Component Designator: OldDesignator=D? NewDesignator=D3
Change Component Designator: OldDesignator=J2 NewDesignator=J4
Change Component Designator: OldDesignator=J3 NewDesignator=J5
Change Component Designator: OldDesignator=J4 NewDesignator=J7
Change Component Designator: OldDesignator=J5 NewDesignator=J8
Change Component Designator: OldDesignator=J6 NewDesignator=J9
Change Component Designator: OldDesignator=J7 NewDesignator=J6
Change Component Designator: OldDesignator=J12_SS1 NewDesignator=J10_SS1
Change Component Designator: OldDesignator=J12_SS2 NewDesignator=J10_SS2
Change Component Designator: OldDesignator=R4 NewDesignator=R1
Change Component Designator: OldDesignator=R5 NewDesignator=R2
Change Component Designator: OldDesignator=R7 NewDesignator=R4
Change Component Designator: OldDesignator=R8 NewDesignator=R5
Change Component Designator: OldDesignator=R9 NewDesignator=R6
Change Component Designator: OldDesignator=R10 NewDesignator=R7
Change Component Designator: OldDesignator=R12 NewDesignator=R9
Change Component Designator: OldDesignator=R13 NewDesignator=R10
Change Component Designator: OldDesignator=R14 NewDesignator=R12
Change Component Designator: OldDesignator=R15 NewDesignator=R13
Change Component Designator: OldDesignator=R16 NewDesignator=R14
Change Component Designator: OldDesignator=R17 NewDesignator=R15
Change Component Designator: OldDesignator=R18 NewDesignator=R16
Change Component Designator: OldDesignator=R19 NewDesignator=R17
Change Component Designator: OldDesignator=R20 NewDesignator=R18
Change Component Designator: OldDesignator=R21 NewDesignator=R19
Change Component Designator: OldDesignator=R22 NewDesignator=R21
Change Component Designator: OldDesignator=R23 NewDesignator=R20
Change Component Designator: OldDesignator=R25 NewDesignator=R23
Change Component Designator: OldDesignator=R26 NewDesignator=R22
Change Component Designator: OldDesignator=R27 NewDesignator=R25
Change Component Designator: OldDesignator=R28_SS1 NewDesignator=R26_SS1
Change Component Designator: OldDesignator=R28_SS2 NewDesignator=R26_SS2
Change Component Designator: OldDesignator=R29_SS1 NewDesignator=R27_SS1
Change Component Designator: OldDesignator=R29_SS2 NewDesignator=R27_SS2
Change Component Designator: OldDesignator=R30_SS1 NewDesignator=R28_SS1
Change Component Designator: OldDesignator=R30_SS2 NewDesignator=R28_SS2
Change Component Designator: OldDesignator=R31_SS1 NewDesignator=R29_SS1
Change Component Designator: OldDesignator=R31_SS2 NewDesignator=R29_SS2
Change Component Designator: OldDesignator=R32_SS1 NewDesignator=R30_SS1
Change Component Designator: OldDesignator=R32_SS2 NewDesignator=R30_SS2
Change Component Designator: OldDesignator=R33_FUSE1 NewDesignator=R31_FUSE1
Change Component Designator: OldDesignator=R33_FUSE2 NewDesignator=R31_FUSE2
Change Component Designator: OldDesignator=R34_FUSE1 NewDesignator=R32_FUSE1
Change Component Designator: OldDesignator=R34_FUSE2 NewDesignator=R32_FUSE2
Change Component Designator: OldDesignator=R35_FUSE1 NewDesignator=R33_FUSE1
Change Component Designator: OldDesignator=R35_FUSE2 NewDesignator=R33_FUSE2
Change Component Designator: OldDesignator=R36_FUSE1 NewDesignator=R34_FUSE1
Change Component Designator: OldDesignator=R36_FUSE2 NewDesignator=R34_FUSE2
Change Component Designator: OldDesignator=R37_FUSE1 NewDesignator=R35_FUSE1
Change Component Designator: OldDesignator=R37_FUSE2 NewDesignator=R35_FUSE2
Change Component Designator: OldDesignator=R38_FUSE1 NewDesignator=R36_FUSE1
Change Component Designator: OldDesignator=R38_FUSE2 NewDesignator=R36_FUSE2
Change Component Designator: OldDesignator=R39 NewDesignator=R37
Change Component Designator: OldDesignator=R40 NewDesignator=R38
Change Component Designator: OldDesignator=R? NewDesignator=R3
Change Component Designator: OldDesignator=R? NewDesignator=R8
Change Component Designator: OldDesignator=R? NewDesignator=R11
Change Component Designator: OldDesignator=TP? NewDesignator=TP1
Change Component Designator: OldDesignator=TP? NewDesignator=TP2
Change Component Designator: OldDesignator=TP? NewDesignator=TP3
Change Component Designator: OldDesignator=TP? NewDesignator=TP4
Change Component Designator: OldDesignator=TP? NewDesignator=TP5
Change Component Designator: OldDesignator=TP? NewDesignator=TP6
Change Component Designator: OldDesignator=TP? NewDesignator=TP7
Change Component Designator: OldDesignator=TP? NewDesignator=TP8
Change Component Designator: OldDesignator=TP? NewDesignator=TP9
Change Component Designator: OldDesignator=TP? NewDesignator=TP10
Change Component Designator: OldDesignator=TP? NewDesignator=TP11
Change Component Designator: OldDesignator=TP? NewDesignator=TP16
Change Component Designator: OldDesignator=TP? NewDesignator=TP17
Change Component Designator: OldDesignator=TP?_FUSE1 NewDesignator=TP14_FUSE1
Change Component Designator: OldDesignator=TP?_FUSE1 NewDesignator=TP15_FUSE1
Change Component Designator: OldDesignator=TP?_FUSE2 NewDesignator=TP14_FUSE2
Change Component Designator: OldDesignator=TP?_FUSE2 NewDesignator=TP15_FUSE2
Change Component Designator: OldDesignator=TP?_SS1 NewDesignator=TP12_SS1
Change Component Designator: OldDesignator=TP?_SS1 NewDesignator=TP13_SS1
Change Component Designator: OldDesignator=TP?_SS2 NewDesignator=TP12_SS2
Change Component Designator: OldDesignator=TP?_SS2 NewDesignator=TP13_SS2
Change Component Designator: OldDesignator=U1 NewDesignator=U3
Change Component Designator: OldDesignator=U2 NewDesignator=U1
Change Component Designator: OldDesignator=U3 NewDesignator=U2
Change Component Designator: OldDesignator=U5 NewDesignator=U6
Change Component Designator: OldDesignator=U?_FUSE1 NewDesignator=U5_FUSE1
Change Component Designator: OldDesignator=U?_FUSE2 NewDesignator=U5_FUSE2
Change Component Designator: OldDesignator=XTAL? NewDesignator=XTAL1
Added Component: Designator=J2(J_NanoFit_1x4_V)
Add component (AddParameter): Name = ".Creator"; Value = "DR"; VariantName = "[No Variations]"
Add component (AddParameter): Name = ".PCBcheck"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = ".SCHcheck"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Application"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Approvals"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case/Package"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Category"; Value = "Headers and Wire Housings"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Category type"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Coil Current"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Coil Resistance"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Coil Type"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Coil Voltage (DC)"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Color"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Connections"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Connector Type"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Contact Current Rating"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Contact Gender"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Contact Material"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Contact Mating Length"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Contact Plating"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Contact Resistance"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Contact Shape"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Current Rating"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Depth"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Design Item ID"; Value = "J_NanoFit_1x4_V_W"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Diameter"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Fastening Type"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Features"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Flammability"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Flammability Rating"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Gender"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Glow Wire Compliant"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Halogen Free"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Housing Color"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Housing Material"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Insulation Color"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Insulation Material"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Insulation Resistance"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Free"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Length"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Life (Hours)"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer 1"; Value = "Molex"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer 2"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer part number"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number 1"; Value = "105309-2104"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number 2"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Material"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Voltage Rating (DC)"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Maximum current"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Maximum voltage"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mount"; Value = ""; VariantName = "[No Variations]"
